1000;190;
2000;375;
3000;558;
4000;796;
5000;981;
6000;1391;
7000;1409;
8000;1603;
9000;1838;
10000;2065;
11000;2259;
12000;3047;
13000;2847;
14000;3028;
15000;3468;
